#;Cajero;Apertura;Cierre;Estado;Efectivo Inicial;Efectivo Esperado;Efectivo Final;Diferencia;Total Ventas
15204;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;105201.15;0;-105201.15;5201.15
15203;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;157263.43;0;-157263.43;57263.43
15202;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;190137.46000000002;0;-190137.46000000002;90137.46
15201;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;116862.69;0;-116862.69;16862.69
15200;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;106725.1;0;-106725.1;6725.1
15199;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;118147.53;0;-118147.53;18147.53
15198;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;135872.32;0;-135872.32;35872.32
15197;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;133739.79;0;-133739.79;33739.79
15196;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;103604.88;0;-103604.88;3604.88
15195;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;169599.91;0;-169599.91;69599.91
15194;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;118391.45999999999;0;-118391.45999999999;18391.46
15193;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;125843.98;0;-125843.98;25843.98
15192;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;120659.54000000001;0;-120659.54000000001;20659.54
15191;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;107627.8;0;-107627.8;7627.8
15190;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;168031.12;0;-168031.12;68031.12
15189;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;147370.05;0;-147370.05;47370.05
15188;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;139493.94;0;-139493.94;39493.94
15187;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;145579.21;0;-145579.21;45579.21
15186;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;139831.1;0;-139831.1;39831.1
15185;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;199084.12;0;-199084.12;99084.12
15184;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;124718.4;0;-124718.4;24718.4
15183;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;181540.07;0;-181540.07;81540.07
15182;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;101005.23;0;-101005.23;1005.23
15181;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;194171.26;0;-194171.26;94171.26
15180;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;132302.49;0;-132302.49;32302.49
15179;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;112070.74;0;-112070.74;12070.74
15178;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;180708.86;0;-180708.86;80708.86
15177;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;101723.99;0;-101723.99;1723.99
15176;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;115934.54000000001;0;-115934.54000000001;15934.54
15175;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;108944.56;0;-108944.56;8944.56
15174;Cajero;"4/9/2026, 3:13:21 p. m.";"4/9/2026, 3:13:21 p. m.";CLOSED;100000;149899.49;0;-149899.49;49899.49
15173;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;137661.33000000002;0;-137661.33000000002;37661.33
15172;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;197084.34;0;-197084.34;97084.34
15171;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;108499.33;0;-108499.33;8499.33
15170;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;161134.27;0;-161134.27;61134.27
15169;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;113257.85;0;-113257.85;13257.85
15168;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;102183.44;0;-102183.44;2183.44
15167;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;119891.05;0;-119891.05;19891.05
15166;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;139332.21;0;-139332.21;39332.21
15165;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;121698.43;0;-121698.43;21698.43
15164;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;119311.35;0;-119311.35;19311.35
15163;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;136129.56;0;-136129.56;36129.56
15162;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;149794.38;0;-149794.38;49794.38
15161;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;120547.85;0;-120547.85;20547.85
15160;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;131971.91999999998;0;-131971.91999999998;31971.92
15159;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;101971.11;0;-101971.11;1971.11
15158;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;172272.62;0;-172272.62;72272.62
15157;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;135604.6;0;-135604.6;35604.6
15156;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;161859.8;0;-161859.8;61859.8
15155;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;183900.13;0;-183900.13;83900.13
15154;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;147441.23;0;-147441.23;47441.23
15153;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;109460.17;0;-109460.17;9460.17
15152;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;149078.13;0;-149078.13;49078.13
15151;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;110816.28;0;-110816.28;10816.28
15150;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;129610.29000000001;0;-129610.29000000001;29610.29
15149;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;142319.99;0;-142319.99;42319.99
15148;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;145556.71;0;-145556.71;45556.71
15147;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;122222.25;0;-122222.25;22222.25
15146;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;193861.52000000002;0;-193861.52000000002;93861.52
15145;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;129010.54000000001;0;-129010.54000000001;29010.54
15144;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;144547.51;0;-144547.51;44547.51
15143;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;110347.79000000001;0;-110347.79000000001;10347.79
15142;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;153000.62;0;-153000.62;53000.62
15141;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;147155.95;0;-147155.95;47155.95
15140;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;171564.47;0;-171564.47;71564.47
15139;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;105334.99;0;-105334.99;5334.99
15138;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;122273.41;0;-122273.41;22273.41
15137;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;109831.2;0;-109831.2;9831.2
15136;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;116530.76;0;-116530.76;16530.76
15135;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;132376.91999999998;0;-132376.91999999998;32376.92
15134;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;147929.48;0;-147929.48;47929.48
15133;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;124797.17;0;-124797.17;24797.17
15132;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;130730.42;0;-130730.42;30730.42
15131;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;100805.73;0;-100805.73;805.73
15130;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;107190.81;0;-107190.81;7190.81
15129;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;125136.58;0;-125136.58;25136.58
15128;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;133700.24;0;-133700.24;33700.24
15127;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;184479.86;0;-184479.86;84479.86
15126;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;145379.59;0;-145379.59;45379.59
15125;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;122523.73;0;-122523.73;22523.73
15124;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;109071.11;0;-109071.11;9071.11
15123;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;181264.03999999998;0;-181264.03999999998;81264.04
15122;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;130832.22;0;-130832.22;30832.22
15121;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;177394.82;0;-177394.82;77394.82
15120;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;184051.69;0;-184051.69;84051.69
15119;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;105809.29;0;-105809.29;5809.29
15118;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;142062.8;0;-142062.8;42062.8
15117;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;129959.67;0;-129959.67;29959.67
15116;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;153778.39;0;-153778.39;53778.39
15115;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;135460.8;0;-135460.8;35460.8
15114;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;177197.82;0;-177197.82;77197.82
15113;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;111751.86;0;-111751.86;11751.86
15112;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;123707.95;0;-123707.95;23707.95
15111;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;195937.52000000002;0;-195937.52000000002;95937.52
15110;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;118587.79000000001;0;-118587.79000000001;18587.79
15109;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;100780.77;0;-100780.77;780.77
15108;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;143692.91999999998;0;-143692.91999999998;43692.92
15107;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;108001.08;0;-108001.08;8001.08
15106;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;135641.56;0;-135641.56;35641.56
15105;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;148361.27;0;-148361.27;48361.27
15104;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;139291.19;0;-139291.19;39291.19
15103;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;104528.9;0;-104528.9;4528.9
15102;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;107561;0;-107561;7561
15101;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;141204.49;0;-141204.49;41204.49
15100;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;185582.58000000002;0;-185582.58000000002;85582.58
15099;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;121135.33;0;-121135.33;21135.33
15098;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;111106.49;0;-111106.49;11106.49
15097;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;143175.95;0;-143175.95;43175.95
15096;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;112557.81;0;-112557.81;12557.81
15095;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;135872.32;0;-135872.32;35872.32
15094;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;103739.49;0;-103739.49;3739.49
15093;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;134216.23;0;-134216.23;34216.23
15092;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;172179.08000000002;0;-172179.08000000002;72179.08
15091;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;138506.29;0;-138506.29;38506.29
15090;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;123707.95;0;-123707.95;23707.95
15089;Cajero;"4/9/2026, 3:13:20 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;103467.52;0;-103467.52;3467.52
15088;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:20 p. m.";CLOSED;100000;132317.19;0;-132317.19;32317.19
15087;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;140942.66;0;-140942.66;40942.66
15086;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;109994.53;0;-109994.53;9994.53
15085;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;145285.04;0;-145285.04;45285.04
15084;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;143758.25;0;-143758.25;43758.25
15083;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;105445.39;0;-105445.39;5445.39
15082;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;105116.59;0;-105116.59;5116.59
15081;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;130431.47;0;-130431.47;30431.47
15080;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;170471.59;0;-170471.59;70471.59
15079;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;124803.03;0;-124803.03;24803.03
15078;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;100958.25;0;-100958.25;958.25
15077;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;114181.72;0;-114181.72;14181.72
15076;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;144535.86;0;-144535.86;44535.86
15075;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;111214.67;0;-111214.67;11214.67
15074;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;130579.59;0;-130579.59;30579.59
15073;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;169953.58000000002;0;-169953.58000000002;69953.58
15072;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;140897.99;0;-140897.99;40897.99
15071;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;112093.4;0;-112093.4;12093.4
15070;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;128367.54000000001;0;-128367.54000000001;28367.54
15069;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;117997.09;0;-117997.09;17997.09
15068;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;151502.62;0;-151502.62;51502.62
15067;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;115358.54000000001;0;-115358.54000000001;15358.54
15066;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;145790.27;0;-145790.27;45790.27
15065;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;196759.14;0;-196759.14;96759.14
15064;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;109624.02;0;-109624.02;9624.02
15063;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;146978.73;0;-146978.73;46978.73
15062;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;113955.93;0;-113955.93;13955.93
15061;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;148162.2;0;-148162.2;48162.2
15060;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;116785.17;0;-116785.17;16785.17
15059;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;119982.99;0;-119982.99;19982.99
15058;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;145638.46;0;-145638.46;45638.46
15057;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;102255.87;0;-102255.87;2255.87
15056;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;142978.05;0;-142978.05;42978.05
15055;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;198280.25;0;-198280.25;98280.25
15054;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;111056.76;0;-111056.76;11056.76
15053;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;120733.49;0;-120733.49;20733.49
15052;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;131935.88;0;-131935.88;31935.88
15051;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;102863.7;0;-102863.7;2863.7
15050;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;116435.15;0;-116435.15;16435.15
15049;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;166461.38;0;-166461.38;66461.38
15048;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;116066.75;0;-116066.75;16066.75
15047;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;128260.03;0;-128260.03;28260.03
15046;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;152714.55;0;-152714.55;52714.55
15045;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;126655.4;0;-126655.4;26655.4
15044;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;158945.98;0;-158945.98;58945.98
15043;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;130119.26;0;-130119.26;30119.26
15042;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;121305.45999999999;0;-121305.45999999999;21305.46
15041;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;161168.41999999998;0;-161168.41999999998;61168.42
15040;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;111864.72;0;-111864.72;11864.72
15039;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;143799.99;0;-143799.99;43799.99
15038;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;123973.12;0;-123973.12;23973.12
15037;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;167053.75;0;-167053.75;67053.75
15036;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;140751.65;0;-140751.65;40751.65
15035;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;144047.25;0;-144047.25;44047.25
15034;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;175098.62;0;-175098.62;75098.62
15033;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;119679.42;0;-119679.42;19679.42
15032;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;137356.76;0;-137356.76;37356.76
15031;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;148760.38;0;-148760.38;48760.38
15030;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;122031.81;0;-122031.81;22031.81
15029;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;128380.38;0;-128380.38;28380.38
15028;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;134041.54;0;-134041.54;34041.54
15027;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;144765.12;0;-144765.12;44765.12
15026;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;175584.41999999998;0;-175584.41999999998;75584.42
15025;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;143048.43;0;-143048.43;43048.43
15024;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;164917.69;0;-164917.69;64917.69
15023;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;119982.99;0;-119982.99;19982.99
15022;Cajero;"4/9/2026, 3:13:19 p. m.";"4/9/2026, 3:13:19 p. m.";CLOSED;100000;101844.22;0;-101844.22;1844.22
15021;Cajero;"4/9/2026, 3:13:18 p. m.";"4/9/2026, 3:13:18 p. m.";CLOSED;100000;127660.02;0;-127660.02;27660.02
