N° Factura;Fecha;Vendedor;Cliente;Subtotal;IVA;Descuento;Delivery;Total;Método Pago;Estado
V-2026-3247;"4/9/2026, 3:06:53 p. m.";Cajero;;67995.75;0;11559.2775;0;56436.4725;"efectivo: $66.436,473";COMPLETED
V-2026-3246;"4/9/2026, 3:06:53 p. m.";Cajero;;19331.36;0;9472.3664;0;9858.9936;"efectivo: $19.858,994";COMPLETED
V-2026-3245;"4/9/2026, 3:06:53 p. m.";Cajero;;93603.72;0;11942.83;0;81660.89;"efectivo: $91.660,89";COMPLETED
V-2026-3244;"4/9/2026, 3:06:53 p. m.";Cajero;;37277.97;0;2227.91;0;35050.06;"efectivo: $45.050,06";COMPLETED
V-2026-3243;"4/9/2026, 3:06:53 p. m.";Cajero;;272884.68;0;57381.02;0;215503.66;"efectivo: $225.503,66";COMPLETED
V-2026-3242;"4/9/2026, 3:06:53 p. m.";Cajero;;98495.08;0;28563.5732;0;69931.5068;"efectivo: $79.931,507";COMPLETED
V-2026-3241;"4/9/2026, 3:06:53 p. m.";Cajero;;35702.36;0;13209.8732;0;22492.4868;"efectivo: $32.492,487";COMPLETED
V-2026-3240;"4/9/2026, 3:06:53 p. m.";Cajero;;2456.28;0;1031.6376;0;1424.6424000000002;"efectivo: $11.424,642";COMPLETED
V-2026-3239;"4/9/2026, 3:06:53 p. m.";Cajero;;36167.89;0;7956.935799999999;0;28210.9542;"efectivo: $38.210,954";COMPLETED
V-2026-3238;"4/9/2026, 3:06:53 p. m.";Cajero;;299202.63;0;69566.97;0;229635.66;"efectivo: $239.635,66";COMPLETED
V-2026-3237;"4/9/2026, 3:06:53 p. m.";Cajero;;63187.92;0;22115.771999999997;0;41072.148;"efectivo: $51.072,148";COMPLETED
V-2026-3236;"4/9/2026, 3:06:53 p. m.";Cajero;;137844.04;0;57894.49680000001;0;79949.5432;"efectivo: $89.949,543";COMPLETED
V-2026-3235;"4/9/2026, 3:06:53 p. m.";Cajero;;87781.26;0;11724.34;0;76056.92;"efectivo: $86.056,92";COMPLETED
V-2026-3234;"4/9/2026, 3:06:53 p. m.";Cajero;;144051.90000000002;0;64823.35500000001;0;79228.54500000001;"efectivo: $89.228,545";COMPLETED
V-2026-3233;"4/9/2026, 3:06:53 p. m.";Cajero;;135991.5;0;56343.55;0;79647.95;"efectivo: $89.647,95";COMPLETED
V-2026-3232;"4/9/2026, 3:06:53 p. m.";Cajero;;194462.94;0;57272.15;0;137190.79;"efectivo: $147.190,79";COMPLETED
V-2026-3231;"4/9/2026, 3:06:53 p. m.";Cajero;;37719.52;0;377.19519999999994;0;37342.324799999995;"efectivo: $47.342,325";COMPLETED
V-2026-3230;"4/9/2026, 3:06:53 p. m.";Cajero;;13997.28;0;3292;0;10705.28;"efectivo: $20.705,28";COMPLETED
V-2026-3229;"4/9/2026, 3:06:53 p. m.";Cajero;;44585.55;0;6456.97;0;38128.58;"efectivo: $48.128,58";COMPLETED
V-2026-3228;"4/9/2026, 3:06:53 p. m.";Cajero;;87527.52;0;25791.21;0;61736.310000000005;"efectivo: $71.736,31";COMPLETED
V-2026-3227;"4/9/2026, 3:06:53 p. m.";Cajero;;92630.2;0;25530.55;0;67099.65;"efectivo: $77.099,65";COMPLETED
V-2026-3226;"4/9/2026, 3:06:53 p. m.";Cajero;;25604.01;0;9328.44;0;16275.569999999998;"efectivo: $26.275,57";COMPLETED
V-2026-3225;"4/9/2026, 3:06:53 p. m.";Cajero;;7099.56;0;3385.91;0;3713.6500000000005;"efectivo: $13.713,65";COMPLETED
V-2026-3224;"4/9/2026, 3:06:53 p. m.";Cajero;;44444.55;0;1777.7820000000002;0;42666.768000000004;"efectivo: $52.666,768";COMPLETED
V-2026-3223;"4/9/2026, 3:06:53 p. m.";Cajero;;58829.81;0;15295.750600000001;0;43534.0594;"efectivo: $53.534,059";COMPLETED
V-2026-3222;"4/9/2026, 3:06:53 p. m.";Cajero;;96547.17;0;28964.151;0;67583.019;"efectivo: $77.583,019";COMPLETED
V-2026-3221;"4/9/2026, 3:06:53 p. m.";Cajero;;11627.32;0;642.41;0;10984.91;"efectivo: $20.984,91";COMPLETED
V-2026-3220;"4/9/2026, 3:06:53 p. m.";Cajero;;44609.98;0;13382.994;0;31226.986000000004;"efectivo: $41.226,986";COMPLETED
V-2026-3219;"4/9/2026, 3:06:53 p. m.";Cajero;;48250.5;0;4342.545;0;43907.955;"efectivo: $53.907,955";COMPLETED
V-2026-3218;"4/9/2026, 3:06:53 p. m.";Cajero;;19815.39;0;2774.1546;0;17041.235399999998;"efectivo: $27.041,235";COMPLETED
V-2026-3217;"4/9/2026, 3:06:53 p. m.";Cajero;;135408.66;0;10923.65;0;124485.01000000001;"efectivo: $134.485,01";COMPLETED
V-2026-3216;"4/9/2026, 3:06:53 p. m.";Cajero;;222447.44999999998;0;95652.4035;0;126795.04649999998;"efectivo: $136.795,047";COMPLETED
V-2026-3215;"4/9/2026, 3:06:53 p. m.";Cajero;;62899.049999999996;0;24360.04;0;38539.009999999995;"efectivo: $48.539,01";COMPLETED
V-2026-3214;"4/9/2026, 3:06:53 p. m.";Cajero;;290225.27999999997;0;104481.10079999999;0;185744.17919999998;"efectivo: $195.744,179";COMPLETED
V-2026-3213;"4/9/2026, 3:06:53 p. m.";Cajero;;105688.17;0;27703.4;0;77984.76999999999;"efectivo: $87.984,77";COMPLETED
V-2026-3212;"4/9/2026, 3:06:53 p. m.";Cajero;;31298.41;0;10832.7;0;20465.71;"efectivo: $30.465,71";COMPLETED
V-2026-3211;"4/9/2026, 3:06:53 p. m.";Cajero;;16698.61;0;2671.7776;0;14026.832400000001;"efectivo: $24.026,832";COMPLETED
V-2026-3210;"4/9/2026, 3:06:53 p. m.";Cajero;;244565.55000000002;0;19273.32;0;225292.23;"efectivo: $235.292,23";COMPLETED
V-2026-3209;"4/9/2026, 3:06:53 p. m.";Cajero;;22585.14;0;8809.61;0;13775.529999999999;"efectivo: $23.775,53";COMPLETED
V-2026-3208;"4/9/2026, 3:06:53 p. m.";Cajero;;55697.6;0;26734.847999999998;0;28962.752;"efectivo: $38.962,752";COMPLETED
V-2026-3207;"4/9/2026, 3:06:53 p. m.";Cajero;;96118.04999999999;0;31718.956499999993;0;64399.093499999995;"efectivo: $74.399,093";COMPLETED
V-2026-3206;"4/9/2026, 3:06:53 p. m.";Cajero;;39358.84;0;877.76;0;38481.079999999994;"efectivo: $48.481,08";COMPLETED
V-2026-3205;"4/9/2026, 3:06:53 p. m.";Cajero;;33147.95;0;14668.1;0;18479.85;"efectivo: $28.479,85";COMPLETED
V-2026-3204;"4/9/2026, 3:06:53 p. m.";Cajero;;89816.28;0;3592.6512;0;86223.6288;"efectivo: $96.223,629";COMPLETED
V-2026-3203;"4/9/2026, 3:06:53 p. m.";Cajero;;26587.61;0;4182.94;0;22404.670000000002;"efectivo: $32.404,67";COMPLETED
V-2026-3202;"4/9/2026, 3:06:53 p. m.";Cajero;;126285.63;0;31924.64;0;94360.99;"efectivo: $104.360,99";COMPLETED
V-2026-3201;"4/9/2026, 3:06:53 p. m.";Cajero;;97911.18;0;45649.57;0;52261.60999999999;"efectivo: $62.261,61";COMPLETED
V-2026-3200;"4/9/2026, 3:06:53 p. m.";Cajero;;141573.33000000002;0;6000.71;0;135572.62000000002;"efectivo: $145.572,62";COMPLETED
V-2026-3199;"4/9/2026, 3:06:53 p. m.";Cajero;;24680.12;0;9858.14;0;14821.98;"efectivo: $24.821,98";COMPLETED
V-2026-3198;"4/9/2026, 3:06:53 p. m.";Cajero;;36599.64;0;11632.88;0;24966.760000000002;"efectivo: $34.966,76";COMPLETED
V-2026-3197;"4/9/2026, 3:06:53 p. m.";Cajero;;25925.5;0;6740.63;0;19184.87;"efectivo: $29.184,87";COMPLETED
V-2026-3196;"4/9/2026, 3:06:53 p. m.";Cajero;;66834.06;0;29182.93;0;37651.13;"efectivo: $47.651,13";COMPLETED
V-2026-3195;"4/9/2026, 3:06:53 p. m.";Cajero;;11101.21;0;4974.92;0;6126.289999999999;"efectivo: $16.126,29";COMPLETED
V-2026-3194;"4/9/2026, 3:06:53 p. m.";Cajero;;90357.78;0;18975.1338;0;71382.6462;"efectivo: $81.382,646";COMPLETED
V-2026-3193;"4/9/2026, 3:06:53 p. m.";Cajero;;20653.83;0;1032.6915000000001;0;19621.1385;"efectivo: $29.621,139";COMPLETED
V-2026-3192;"4/9/2026, 3:06:53 p. m.";Cajero;;97401.33;0;32599.25;0;64802.08;"efectivo: $74.802,08";COMPLETED
V-2026-3191;"4/9/2026, 3:06:53 p. m.";Cajero;;54060.990000000005;0;17299.5168;0;36761.47320000001;"efectivo: $46.761,473";COMPLETED
V-2026-3190;"4/9/2026, 3:06:53 p. m.";Cajero;;102124.62;0;8169.969599999999;0;93954.6504;"efectivo: $103.954,65";COMPLETED
V-2026-3189;"4/9/2026, 3:06:53 p. m.";Cajero;;60723.01;0;10583.08;0;50139.93;"efectivo: $60.139,93";COMPLETED
V-2026-3188;"4/9/2026, 3:06:53 p. m.";Cajero;;14309.72;0;3005.0412;0;11304.6788;"efectivo: $21.304,679";COMPLETED
V-2026-3187;"4/9/2026, 3:06:53 p. m.";Cajero;;59941.1;0;23710.15;0;36230.95;"efectivo: $46.230,95";COMPLETED
V-2026-3186;"4/9/2026, 3:06:53 p. m.";Cajero;;238041.72000000003;0;10283.9;0;227757.82000000004;"efectivo: $237.757,82";COMPLETED
V-2026-3185;"4/9/2026, 3:06:53 p. m.";Cajero;;44053.72;0;15219.47;0;28834.25;"efectivo: $38.834,25";COMPLETED
V-2026-3184;"4/9/2026, 3:06:53 p. m.";Cajero;;28384.14;0;12489.0216;0;15895.1184;"efectivo: $25.895,118";COMPLETED
V-2026-3183;"4/9/2026, 3:06:53 p. m.";Cajero;;45692.43;0;2774.4;0;42918.03;"efectivo: $52.918,03";COMPLETED
V-2026-3182;"4/9/2026, 3:06:53 p. m.";Cajero;;291253.52999999997;0;70041.05;0;221212.47999999998;"efectivo: $231.212,48";COMPLETED
V-2026-3181;"4/9/2026, 3:06:53 p. m.";Cajero;;1349.72;0;620.8712;0;728.8488;"efectivo: $10.728,849";COMPLETED
V-2026-3180;"4/9/2026, 3:06:53 p. m.";Cajero;;77907.9;0;4424.61;0;73483.29;"efectivo: $83.483,29";COMPLETED
V-2026-3179;"4/9/2026, 3:06:53 p. m.";Cajero;;22601.02;0;6328.2856;0;16272.734400000001;"efectivo: $26.272,734";COMPLETED
V-2026-3178;"4/9/2026, 3:06:53 p. m.";Cajero;;96363.48;0;19203.73;0;77159.75;"efectivo: $87.159,75";COMPLETED
V-2026-3177;"4/9/2026, 3:06:53 p. m.";Cajero;;27215.49;0;8981.111700000001;0;18234.3783;"efectivo: $28.234,378";COMPLETED
V-2026-3176;"4/9/2026, 3:06:53 p. m.";Cajero;;47415.9;0;7023.3;0;40392.6;"efectivo: $50.392,6";COMPLETED
V-2026-3175;"4/9/2026, 3:06:53 p. m.";Cajero;;21795.32;0;1743.6256;0;20051.6944;"efectivo: $30.051,694";COMPLETED
V-2026-3174;"4/9/2026, 3:06:53 p. m.";Cajero;;54101.62;0;10820.324;0;43281.296;"efectivo: $53.281,296";COMPLETED
V-2026-3173;"4/9/2026, 3:06:53 p. m.";Cajero;;101312.84999999999;0;11567.44;0;89745.40999999999;"efectivo: $99.745,41";COMPLETED
V-2026-3172;"4/9/2026, 3:06:53 p. m.";Cajero;;8228.35;0;589.29;0;7639.06;"efectivo: $17.639,06";COMPLETED
V-2026-3171;"4/9/2026, 3:06:53 p. m.";Cajero;;34543.98;0;5527.036800000001;0;29016.9432;"efectivo: $39.016,943";COMPLETED
V-2026-3170;"4/9/2026, 3:06:53 p. m.";Cajero;;43024.01;0;16082.54;0;26941.47;"efectivo: $36.941,47";COMPLETED
V-2026-3169;"4/9/2026, 3:06:53 p. m.";Cajero;;6127.68;0;2696.1792000000005;0;3431.5008;"efectivo: $13.431,501";COMPLETED
V-2026-3168;"4/9/2026, 3:06:53 p. m.";Cajero;;6596.4;0;2176.812;0;4419.588;"efectivo: $14.419,588";COMPLETED
V-2026-3167;"4/9/2026, 3:06:53 p. m.";Cajero;;3569.7300000000005;0;1373.89;0;2195.84;"efectivo: $12.195,84";COMPLETED
V-2026-3166;"4/9/2026, 3:06:53 p. m.";Cajero;;5855.24;0;1990.7816;0;3864.4583999999995;"efectivo: $13.864,458";COMPLETED
V-2026-3165;"4/9/2026, 3:06:53 p. m.";Cajero;;109284.12;0;31240.09;0;78044.03;"efectivo: $88.044,03";COMPLETED
V-2026-3164;"4/9/2026, 3:06:53 p. m.";Cajero;;31458.39;0;5094.01;0;26364.379999999997;"efectivo: $36.364,38";COMPLETED
V-2026-3163;"4/9/2026, 3:06:53 p. m.";Cajero;;136166.73;0;61275.02850000001;0;74891.7015;"efectivo: $84.891,702";COMPLETED
V-2026-3162;"4/9/2026, 3:06:53 p. m.";Cajero;;64876.64;0;29364.25;0;35512.39;"efectivo: $45.512,39";COMPLETED
V-2026-3161;"4/9/2026, 3:06:53 p. m.";Cajero;;118097.01;0;48988.29;0;69108.72;"efectivo: $79.108,72";COMPLETED
V-2026-3160;"4/9/2026, 3:06:53 p. m.";Cajero;;24713.55;0;7661.200499999999;0;17052.3495;"efectivo: $27.052,35";COMPLETED
V-2026-3159;"4/9/2026, 3:06:53 p. m.";Cajero;;151418.6;0;7700.03;0;143718.57;"efectivo: $153.718,57";COMPLETED
V-2026-3158;"4/9/2026, 3:06:53 p. m.";Cajero;;85716.15;0;24000.521999999997;0;61715.628;"efectivo: $71.715,628";COMPLETED
V-2026-3157;"4/9/2026, 3:06:53 p. m.";Cajero;;64914.8;0;28408.26;0;36506.54000000001;"efectivo: $46.506,54";COMPLETED
V-2026-3156;"4/9/2026, 3:06:53 p. m.";Cajero;;41643.36;0;12777.01;0;28866.35;"efectivo: $38.866,35";COMPLETED
V-2026-3155;"4/9/2026, 3:06:53 p. m.";Cajero;;64022.34;0;9904.1;0;54118.24;"efectivo: $64.118,24";COMPLETED
V-2026-3154;"4/9/2026, 3:06:53 p. m.";Cajero;;49206.89;0;2460.3445;0;46746.5455;"efectivo: $56.746,546";COMPLETED
V-2026-3153;"4/9/2026, 3:06:53 p. m.";Cajero;;105232.56;0;3156.9768;0;102075.5832;"efectivo: $112.075,583";COMPLETED
V-2026-3152;"4/9/2026, 3:06:53 p. m.";Cajero;;264957.54;0;13247.877;0;251709.66299999997;"efectivo: $261.709,663";COMPLETED
V-2026-3151;"4/9/2026, 3:06:53 p. m.";Cajero;;116425.84;0;32599.2352;0;83826.6048;"efectivo: $93.826,605";COMPLETED
V-2026-3150;"4/9/2026, 3:06:53 p. m.";Cajero;;34156.96;0;14004.353599999999;0;20152.6064;"efectivo: $30.152,606";COMPLETED
V-2026-3149;"4/9/2026, 3:06:53 p. m.";Cajero;;47154.47;0;14769.43;0;32385.04;"efectivo: $42.385,04";COMPLETED
V-2026-3148;"4/9/2026, 3:06:53 p. m.";Cajero;;240768.90000000002;0;98715.24900000001;0;142053.651;"efectivo: $152.053,651";COMPLETED
V-2026-3147;"4/9/2026, 3:06:53 p. m.";Cajero;;36781.28;0;15080.3248;0;21700.955199999997;"efectivo: $31.700,955";COMPLETED
V-2026-3146;"4/9/2026, 3:06:53 p. m.";Cajero;;53596.68000000001;0;8575.4688;0;45021.211200000005;"efectivo: $55.021,211";COMPLETED
V-2026-3145;"4/9/2026, 3:06:53 p. m.";Cajero;;26654.100000000002;0;10128.558;0;16525.542;"efectivo: $26.525,542";COMPLETED
V-2026-3144;"4/9/2026, 3:06:53 p. m.";Cajero;;253505.37;0;124217.6313;0;129287.7387;"efectivo: $139.287,739";COMPLETED
V-2026-3143;"4/9/2026, 3:06:53 p. m.";Cajero;;87740.58;0;41601.95;0;46138.630000000005;"efectivo: $56.138,63";COMPLETED
V-2026-3142;"4/9/2026, 3:06:53 p. m.";Cajero;;49798.94;0;23405.501800000002;0;26393.4382;"efectivo: $36.393,438";COMPLETED
V-2026-3141;"4/9/2026, 3:06:53 p. m.";Cajero;;39142.02;0;8219.8242;0;30922.195799999998;"efectivo: $40.922,196";COMPLETED
V-2026-3140;"4/9/2026, 3:06:53 p. m.";Cajero;;96684.95;0;46408.776;0;50276.174;"efectivo: $60.276,174";COMPLETED
V-2026-3139;"4/9/2026, 3:06:52 p. m.";Cajero;;89868.6;0;6290.802000000001;0;83577.79800000001;"efectivo: $93.577,798";COMPLETED
V-2026-3138;"4/9/2026, 3:06:52 p. m.";Cajero;;197072.88;0;11824.372800000001;0;185248.5072;"efectivo: $195.248,507";COMPLETED
V-2026-3137;"4/9/2026, 3:06:52 p. m.";Cajero;;33383.64;0;15690.310800000001;0;17693.3292;"efectivo: $27.693,329";COMPLETED
V-2026-3136;"4/9/2026, 3:06:52 p. m.";Cajero;;240963.53999999998;0;54179.28;0;186784.25999999998;"efectivo: $196.784,26";COMPLETED
V-2026-3135;"4/9/2026, 3:06:52 p. m.";Cajero;;87579.84;0;27864.27;0;59715.56999999999;"efectivo: $69.715,57";COMPLETED
V-2026-3134;"4/9/2026, 3:06:52 p. m.";Cajero;;4515.89;0;135.47670000000002;0;4380.4133;"efectivo: $14.380,413";COMPLETED
V-2026-3133;"4/9/2026, 3:06:52 p. m.";Cajero;;23731.54;0;1887.45;0;21844.09;"efectivo: $31.844,09";COMPLETED
V-2026-3132;"4/9/2026, 3:06:52 p. m.";Cajero;;120087.69;0;15712.03;0;104375.66;"efectivo: $114.375,66";COMPLETED
V-2026-3131;"4/9/2026, 3:06:52 p. m.";Cajero;;92349.96;0;42480.9816;0;49868.97840000001;"efectivo: $59.868,978";COMPLETED
V-2026-3130;"4/9/2026, 3:06:52 p. m.";Cajero;;82266.04;0;10093.18;0;72172.85999999999;"efectivo: $82.172,86";COMPLETED
V-2026-3129;"4/9/2026, 3:06:52 p. m.";Cajero;;78072.69;0;19604.99;0;58467.7;"efectivo: $68.467,7";COMPLETED
V-2026-3128;"4/9/2026, 3:06:52 p. m.";Cajero;;76459.31999999999;0;19114.829999999998;0;57344.48999999999;"efectivo: $67.344,49";COMPLETED
V-2026-3127;"4/9/2026, 3:06:52 p. m.";Cajero;;78987.88;0;13911.12;0;65076.76;"efectivo: $75.076,76";COMPLETED
V-2026-3126;"4/9/2026, 3:06:52 p. m.";Cajero;;7561;0;2570.74;0;4990.26;"efectivo: $14.990,26";COMPLETED
V-2026-3125;"4/9/2026, 3:06:52 p. m.";Cajero;;4325.18;0;1296.71;0;3028.4700000000003;"efectivo: $13.028,47";COMPLETED
V-2026-3124;"4/9/2026, 3:06:52 p. m.";Cajero;;15024.03;0;2253.6045;0;12770.425500000001;"efectivo: $22.770,426";COMPLETED
V-2026-3123;"4/9/2026, 3:06:52 p. m.";Cajero;;40807.54;0;18596.28;0;22211.260000000002;"efectivo: $32.211,26";COMPLETED
V-2026-3122;"4/9/2026, 3:06:52 p. m.";Cajero;;143890.38;0;3947.51;0;139942.87;"efectivo: $149.942,87";COMPLETED
V-2026-3121;"4/9/2026, 3:06:52 p. m.";Cajero;;48090.21;0;22722.13;0;25368.079999999998;"efectivo: $35.368,08";COMPLETED
V-2026-3120;"4/9/2026, 3:06:52 p. m.";Cajero;;50109.08;0;10021.816;0;40087.264;"efectivo: $50.087,264";COMPLETED
V-2026-3119;"4/9/2026, 3:06:52 p. m.";Cajero;;17150.760000000002;0;4686.09;0;12464.670000000002;"efectivo: $22.464,67";COMPLETED
V-2026-3118;"4/9/2026, 3:06:52 p. m.";Cajero;;129101.43;0;32275.3575;0;96826.0725;"efectivo: $106.826,073";COMPLETED
V-2026-3117;"4/9/2026, 3:06:52 p. m.";Cajero;;2102.98;0;972.27;0;1130.71;"efectivo: $11.130,71";COMPLETED
V-2026-3116;"4/9/2026, 3:06:52 p. m.";Cajero;;20019;0;4927.29;0;15091.71;"efectivo: $25.091,71";COMPLETED
V-2026-3115;"4/9/2026, 3:06:52 p. m.";Cajero;;21562.54;0;2371.8794;0;19190.660600000003;"efectivo: $29.190,661";COMPLETED
V-2026-3114;"4/9/2026, 3:06:52 p. m.";Cajero;;29319.35;0;12314.127;0;17005.222999999998;"efectivo: $27.005,223";COMPLETED
V-2026-3113;"4/9/2026, 3:06:52 p. m.";Cajero;;133333.65000000002;0;25333.393500000006;0;108000.25650000002;"efectivo: $118.000,257";COMPLETED
V-2026-3112;"4/9/2026, 3:06:52 p. m.";Cajero;;14631.04;0;6730.278400000001;0;7900.7616;"efectivo: $17.900,762";COMPLETED
V-2026-3111;"4/9/2026, 3:06:52 p. m.";Cajero;;277536.72000000003;0;88811.7504;0;188724.9696;"efectivo: $198.724,97";COMPLETED
V-2026-3110;"4/9/2026, 3:06:52 p. m.";Cajero;;72073.62;0;25946.5032;0;46127.116799999996;"efectivo: $56.127,117";COMPLETED
V-2026-3109;"4/9/2026, 3:06:52 p. m.";Cajero;;37182.3;0;17847.504;0;19334.796000000002;"efectivo: $29.334,796";COMPLETED
V-2026-3108;"4/9/2026, 3:06:52 p. m.";Cajero;;12977.27;0;3851.89;0;9125.380000000001;"efectivo: $19.125,38";COMPLETED
V-2026-3107;"4/9/2026, 3:06:52 p. m.";Cajero;;4744.66;0;1551.59;0;3193.0699999999997;"efectivo: $13.193,07";COMPLETED
V-2026-3106;"4/9/2026, 3:06:52 p. m.";Cajero;;2851.2;0;1340.0639999999999;0;1511.136;"efectivo: $11.511,136";COMPLETED
V-2026-3105;"4/9/2026, 3:06:52 p. m.";Cajero;;75497.28;0;24159.1296;0;51338.1504;"efectivo: $61.338,15";COMPLETED
V-2026-3104;"4/9/2026, 3:06:52 p. m.";Cajero;;277803.6;0;80563.044;0;197240.55599999998;"efectivo: $207.240,556";COMPLETED
V-2026-3103;"4/9/2026, 3:06:52 p. m.";Cajero;;8251.02;0;4125.51;0;4125.51;"efectivo: $14.125,51";COMPLETED
V-2026-3102;"4/9/2026, 3:06:52 p. m.";Cajero;;33258.93;0;2665;0;30593.93;"efectivo: $40.593,93";COMPLETED
V-2026-3101;"4/9/2026, 3:06:52 p. m.";Cajero;;73962.62;0;8875.5144;0;65087.105599999995;"efectivo: $75.087,106";COMPLETED
V-2026-3100;"4/9/2026, 3:06:52 p. m.";Cajero;;5913.33;0;1239.66;0;4673.67;"efectivo: $14.673,67";COMPLETED
V-2026-3099;"4/9/2026, 3:06:52 p. m.";Cajero;;998.04;0;264.15;0;733.89;"efectivo: $10.733,89";COMPLETED
V-2026-3098;"4/9/2026, 3:06:52 p. m.";Cajero;;34075.8;0;10192.51;0;23883.29;"efectivo: $33.883,29";COMPLETED
V-2026-3097;"4/9/2026, 3:06:52 p. m.";Cajero;;49266.33;0;24282.51;0;24983.820000000003;"efectivo: $34.983,82";COMPLETED
V-2026-3096;"4/9/2026, 3:06:52 p. m.";Cajero;;8801.55;0;3919.96;0;4881.589999999999;"efectivo: $14.881,59";COMPLETED
V-2026-3095;"4/9/2026, 3:06:52 p. m.";Cajero;;13615.28;0;5875.81;0;7739.47;"efectivo: $17.739,47";COMPLETED
V-2026-3094;"4/9/2026, 3:06:52 p. m.";Cajero;;84051.69;0;12908.47;0;71143.22;"efectivo: $81.143,22";COMPLETED
V-2026-3093;"4/9/2026, 3:06:52 p. m.";Cajero;;65424.92;0;14671.03;0;50753.89;"efectivo: $60.753,89";COMPLETED
V-2026-3092;"4/9/2026, 3:06:52 p. m.";Cajero;;45998.850000000006;0;16714.66;0;29284.190000000006;"efectivo: $39.284,19";COMPLETED
V-2026-3091;"4/9/2026, 3:06:52 p. m.";Cajero;;104779.53;0;17812.5201;0;86967.0099;"efectivo: $96.967,01";COMPLETED
V-2026-3090;"4/9/2026, 3:06:52 p. m.";Cajero;;1671.48;0;704.02;0;967.46;"efectivo: $10.967,46";COMPLETED
V-2026-3089;"4/9/2026, 3:06:52 p. m.";Cajero;;81240.36;0;23649.67;0;57590.69;"efectivo: $67.590,69";COMPLETED
V-2026-3088;"4/9/2026, 3:06:52 p. m.";Cajero;;99297.48;0;26810.3196;0;72487.1604;"efectivo: $82.487,16";COMPLETED
V-2026-3087;"4/9/2026, 3:06:52 p. m.";Cajero;;7749.960000000001;0;2221.5;0;5528.460000000001;"efectivo: $15.528,46";COMPLETED
V-2026-3086;"4/9/2026, 3:06:52 p. m.";Cajero;;71616.72;0;2148.5016;0;69468.2184;"efectivo: $79.468,218";COMPLETED
V-2026-3085;"4/9/2026, 3:06:52 p. m.";Cajero;;108548.94;0;32564.682;0;75984.258;"efectivo: $85.984,258";COMPLETED
V-2026-3084;"4/9/2026, 3:06:52 p. m.";Cajero;;34805.909999999996;0;16334.69;0;18471.219999999994;"efectivo: $28.471,22";COMPLETED
V-2026-3083;"4/9/2026, 3:06:52 p. m.";Cajero;;249534.59999999998;0;107299.87799999998;0;142234.722;"efectivo: $152.234,722";COMPLETED
V-2026-3082;"4/9/2026, 3:06:52 p. m.";Cajero;;24543.15;0;9931.86;0;14611.29;"efectivo: $24.611,29";COMPLETED
V-2026-3081;"4/9/2026, 3:06:52 p. m.";Cajero;;93312;0;13893.45;0;79418.55;"efectivo: $89.418,55";COMPLETED
V-2026-3080;"4/9/2026, 3:06:52 p. m.";Cajero;;25805.83;0;2261.45;0;23544.38;"efectivo: $33.544,38";COMPLETED
V-2026-3079;"4/9/2026, 3:06:52 p. m.";Cajero;;64993.68;0;15835.66;0;49158.020000000004;"efectivo: $59.158,02";COMPLETED
V-2026-3078;"4/9/2026, 3:06:52 p. m.";Cajero;;23250.87;0;2280.99;0;20969.879999999997;"efectivo: $30.969,88";COMPLETED
V-2026-3077;"4/9/2026, 3:06:52 p. m.";Cajero;;90953.34;0;5754.28;0;85199.06;"efectivo: $95.199,06";COMPLETED
V-2026-3076;"4/9/2026, 3:06:52 p. m.";Cajero;;41181.62;0;9471.7726;0;31709.847400000002;"efectivo: $41.709,847";COMPLETED
V-2026-3075;"4/9/2026, 3:06:52 p. m.";Cajero;;34853.41;0;11850.159400000002;0;23003.2506;"efectivo: $33.003,251";COMPLETED
V-2026-3074;"4/9/2026, 3:06:52 p. m.";Cajero;;268359.33;0;50988.2727;0;217371.05730000001;"efectivo: $227.371,057";COMPLETED
V-2026-3073;"4/9/2026, 3:06:52 p. m.";Cajero;;55852.259999999995;0;23077.17;0;32775.09;"efectivo: $42.775,09";COMPLETED
V-2026-3072;"4/9/2026, 3:06:52 p. m.";Cajero;;47251.36;0;13841.3;0;33410.06;"efectivo: $43.410,06";COMPLETED
V-2026-3071;"4/9/2026, 3:06:52 p. m.";Cajero;;24484.86;0;1958.7888;0;22526.071200000002;"efectivo: $32.526,071";COMPLETED
V-2026-3070;"4/9/2026, 3:06:52 p. m.";Cajero;;23739.42;0;945.95;0;22793.469999999998;"efectivo: $32.793,47";COMPLETED
V-2026-3069;"4/9/2026, 3:06:52 p. m.";Cajero;;152424.82;0;45446.35;0;106978.47;"efectivo: $116.978,47";COMPLETED
V-2026-3068;"4/9/2026, 3:06:52 p. m.";Cajero;;43161.22;0;8662.21;0;34499.01;"efectivo: $44.499,01";COMPLETED
V-2026-3067;"4/9/2026, 3:06:52 p. m.";Cajero;;149232.27;0;70105.11;0;79127.15999999999;"efectivo: $89.127,16";COMPLETED
V-2026-3066;"4/9/2026, 3:06:52 p. m.";Cajero;;50286.63;0;14583.1227;0;35703.5073;"efectivo: $45.703,507";COMPLETED
V-2026-3065;"4/9/2026, 3:06:52 p. m.";Cajero;;59978.18;0;13720.87;0;46257.31;"efectivo: $56.257,31";COMPLETED
V-2026-3064;"4/9/2026, 3:06:52 p. m.";Cajero;;4630.94;0;104.51;0;4526.429999999999;"efectivo: $14.526,43";COMPLETED
V-2026-3063;"4/9/2026, 3:06:52 p. m.";Cajero;;9908.83;0;99.0883;0;9809.7417;"efectivo: $19.809,742";COMPLETED
