Código;Código Barras;Nombre;Categoría;Precio;Costo;Stock;Stock Mínimo;Stock Crítico;IVA %;Unidad;Activo;Ubicación;Vencimiento
PROD-0186;;Producto 186;Lacteos;8947.61;3579.04;186;2;5;19;L;Sí;;
PROD-0187;;Producto 187;Bebidas;43943.29;33836.33;66;9;1;19;KG;Sí;;2027-04-27
PROD-0188;;Producto 188;Snacks;27875.54;12543.99;91;8;5;5;L;Sí;;
PROD-0189;;Producto 189;Lacteos;34217;19161.52;220;3;1;8;UNIT;Sí;;
PROD-0019;7701000018;Producto 19;Bebidas;16032.84;5130.51;98;8;5;0;L;Sí;;
PROD-0190;7701000189;Producto 190;Bebidas;9195.74;3862.21;106;8;3;19;L;Sí;;
PROD-0191;7701000190;Producto 191;Snacks;43621.48;15703.73;260;4;3;19;L;Sí;;2026-10-21
PROD-0192;;Producto 192;Lacteos;25727.88;11320.27;264;2;1;5;KG;Sí;;
PROD-0193;;Producto 193;Bebidas;6341.54;5009.82;42;8;1;0;UNIT;Sí;;
PROD-0194;7701000193;Producto 194;Snacks;13026.38;8597.41;211;6;1;19;L;Sí;;
PROD-0195;7701000194;Producto 195;Lacteos;11864.72;4152.65;45;8;2;5;UNIT;Sí;;
PROD-0196;;Producto 196;Bebidas;17040.58;7327.45;199;3;4;5;UNIT;Sí;;
PROD-0197;7701000196;Producto 197;Snacks;49425.55;19275.96;20000149;5;5;19;UNIT;Sí;;
PROD-0198;;Producto 198;Lacteos;32424.29;19778.82;170;10;2;19;UNIT;Sí;;2027-07-29
PROD-0199;7701000198;Producto 199;Bebidas;11859.68;4032.29;10000167;6;2;5;L;Sí;;
PROD-0020;7701000019;Producto 20;Snacks;22248.44;8454.41;166;3;4;8;L;Sí;;2027-07-25
PROD-0200;7701000199;Producto 200;Snacks;30533.47;11908.05;236;5;1;19;UNIT;Sí;;
PROD-0021;7701000020;Producto 21;Lacteos;10816.28;5299.98;98;9;4;19;UNIT;Sí;;
PROD-0022;7701000021;Producto 22;Bebidas;3932.35;1494.29;86;7;5;8;L;Sí;;2027-09-01
PROD-0023;7701000022;Producto 23;Snacks;30169.77;14481.49;115;10;4;19;UNIT;Sí;;
PROD-0024;7701000023;Producto 24;Lacteos;42311.16;16078.24;63;8;5;0;L;Sí;;
PROD-0025;;Producto 25;Bebidas;23579.26;15326.52;48;4;3;5;KG;Sí;;
PROD-0026;7701000025;Producto 26;Snacks;35960.37;25172.26;255;5;3;0;KG;Sí;;
PROD-0027;;Producto 27;Lacteos;21540.15;10123.87;98;6;3;0;KG;Sí;;
PROD-0028;7701000027;Producto 28;Bebidas;22140.87;8192.12;46;5;3;0;UNIT;Sí;;2026-10-04
PROD-0029;;Producto 29;Snacks;41172.71;13586.99;4;10;4;0;KG;Sí;;2027-03-16
PROD-0030;;Producto 30;Lacteos;39920.98;22754.96;168;2;1;8;UNIT;Sí;;
PROD-0031;7701000030;Producto 31;Bebidas;33770.95;21275.7;94;5;2;19;L;Sí;;
PROD-0032;7701000031;Producto 32;Snacks;27065.33;10826.13;204;9;5;19;L;Sí;;
PROD-0033;7701000032;Producto 33;Lacteos;28642.54;20049.78;61;6;3;5;L;Sí;;2027-03-10
PROD-0034;7701000033;Producto 34;Bebidas;49223.6;33472.05;131;5;5;8;UNIT;Sí;;
PROD-0035;7701000034;Producto 35;Snacks;44053.72;22467.4;64;8;1;8;UNIT;Sí;;2027-04-06
PROD-0036;7701000035;Producto 36;Lacteos;48091.46;25969.39;49;3;5;8;L;Sí;;2027-05-24
PROD-0037;7701000036;Producto 37;Bebidas;27464.29;14830.72;135;5;4;5;L;Sí;;2027-04-29
PROD-0038;7701000037;Producto 38;Snacks;26134.36;8363;46;9;5;0;L;Sí;;
PROD-0039;7701000038;Producto 39;Lacteos;4695.1;1502.43;46;7;5;8;L;Sí;;
PROD-0040;;Producto 40;Bebidas;17581.43;6153.5;46;4;4;0;KG;Sí;;
PROD-0041;7701000040;Producto 41;Snacks;24661.15;14796.69;95;3;1;19;UNIT;Sí;;
PROD-0042;7701000041;Producto 42;Lacteos;17355.71;7289.4;36;5;4;19;UNIT;Sí;;
PROD-0043;;Producto 43;Bebidas;36868.17;25807.72;168;2;4;0;KG;Sí;;2027-02-21
PROD-0044;;Producto 44;Snacks;43583.34;30508.34;185;6;4;19;UNIT;Sí;;
PROD-0045;7701000044;Producto 45;Lacteos;38623.15;16221.72;47;3;5;8;KG;Sí;;
PROD-0046;;Producto 46;Bebidas;37383.18;11962.62;319;4;4;8;L;Sí;;
PROD-0047;7701000046;Producto 47;Snacks;12926.26;9436.17;87;3;5;0;UNIT;Sí;;
PROD-0048;7701000047;Producto 48;Lacteos;7249.21;5799.37;49;6;4;5;UNIT;Sí;;
PROD-0049;7701000048;Producto 49;Bebidas;48962.52;34763.39;59;6;3;0;UNIT;Sí;;
PROD-0050;;Producto 50;Snacks;25217.34;8069.55;173;6;1;5;KG;Sí;;
PROD-0051;7701000050;Producto 51;Lacteos;3705.82;2779.37;143;6;3;8;KG;Sí;;2026-10-04
PROD-0052;7701000051;Producto 52;Bebidas;24031.62;12736.76;133;3;2;0;L;Sí;;2026-10-04
PROD-0053;;Producto 53;Snacks;46590.52;20499.83;44;7;3;19;KG;Sí;;
PROD-0054;7701000053;Producto 54;Lacteos;23683.06;16104.48;45;9;3;8;UNIT;Sí;;
PROD-0055;7701000054;Producto 55;Bebidas;45569.56;15037.95;120;7;5;5;KG;Sí;;
PROD-0056;;Producto 56;Snacks;49218.82;38882.87;241;2;5;19;UNIT;Sí;;2027-06-22
PROD-0057;7701000056;Producto 57;Lacteos;24812.16;18361;128;6;5;19;KG;Sí;;
PROD-0058;;Producto 58;Bebidas;12901.47;4902.56;44;4;4;8;KG;Sí;;
PROD-0059;7701000058;Producto 59;Snacks;31953.63;25243.37;10000116;9;2;19;KG;Sí;;2026-10-04
PROD-0060;7701000059;Producto 60;Lacteos;45023.4;23862.4;159;6;3;19;L;Sí;;
PROD-0061;7701000060;Producto 61;Bebidas;9047.67;5428.6;47;9;2;8;KG;Sí;;2027-01-23
PROD-0062;7701000061;Producto 62;Snacks;8866.62;7004.63;46;7;5;8;L;Sí;;2027-03-17
PROD-0063;;Producto 63;Lacteos;507.16;167.36;153;6;1;19;L;Sí;;
PROD-0064;;Producto 64;Bebidas;31884.61;9565.38;125;8;4;19;UNIT;Sí;;
PROD-0065;7701000064;Producto 65;Snacks;31495.11;18582.11;187;5;3;8;UNIT;Sí;;
PROD-0066;7701000065;Producto 66;Lacteos;7190.81;4674.03;142;7;2;5;KG;Sí;;2027-08-13
PROD-0067;7701000066;Producto 67;Bebidas;48952.68;36714.51;153;4;1;5;UNIT;Sí;;2027-02-22
PROD-0068;7701000067;Producto 68;Snacks;49141.76;27027.97;229;10;2;0;L;Sí;;
PROD-0069;;Producto 69;Lacteos;11582.17;8918.27;45;4;5;8;KG;Sí;;
PROD-0070;7701000069;Producto 70;Bebidas;16136.63;9036.51;44;10;4;5;KG;Sí;;
PROD-0071;7701000070;Producto 71;Snacks;44483.14;26245.05;169;7;4;5;KG;Sí;;
PROD-0072;7701000071;Producto 72;Lacteos;20733.49;8086.06;131;2;1;8;KG;Sí;;
PROD-0073;7701000072;Producto 73;Bebidas;14415.66;4613.01;111;3;2;8;KG;Sí;;
PROD-0074;;Producto 74;Snacks;17340.1;8149.85;116;5;5;5;L;Sí;;2026-09-07
PROD-0075;7701000074;Producto 75;Lacteos;47666.19;25263.08;112;10;3;8;KG;Sí;;
PROD-0076;7701000075;Producto 76;Bebidas;8537.87;6403.4;45;2;3;0;KG;Sí;;
PROD-0077;7701000076;Producto 77;Snacks;30105.88;23783.65;255;9;1;8;UNIT;Sí;;
PROD-0078;7701000077;Producto 78;Lacteos;46045.94;22562.51;203;5;2;8;KG;Sí;;
PROD-0079;7701000078;Producto 79;Bebidas;43643.41;32296.12;45;8;3;8;KG;Sí;;
PROD-0080;;Producto 80;Snacks;49855.91;20440.92;82;3;2;0;L;Sí;;
PROD-0081;7701000080;Producto 81;Lacteos;26586.48;14090.83;48;8;2;19;KG;Sí;;2027-01-25
PROD-0082;7701000081;Producto 82;Bebidas;13565.85;4883.71;162;2;4;5;KG;Sí;;
PROD-0083;7701000082;Producto 83;Snacks;3739.49;2281.09;262;6;3;0;UNIT;Sí;;2026-10-30
PROD-0084;;Producto 84;Lacteos;20044.17;6614.58;119;10;4;5;UNIT;Sí;;
PROD-0085;7701000084;Producto 85;Bebidas;6661.55;2598;87;4;4;19;KG;Sí;;2027-07-08
PROD-0086;;Producto 86;Snacks;41227.5;16903.27;46;3;1;19;L;Sí;;2027-08-09
PROD-0087;7701000086;Producto 87;Lacteos;33742.6;20920.41;149;2;5;8;UNIT;Sí;;
PROD-0088;7701000087;Producto 88;Bebidas;26515.04;12727.22;47;3;1;5;L;Sí;;2027-09-01
PROD-0089;;Producto 89;Snacks;2459.22;1869.01;92;5;2;19;UNIT;Sí;;2027-06-05
PROD-0090;;Producto 90;Lacteos;32077.62;18284.24;49;9;4;8;KG;Sí;;
PROD-0091;7701000090;Producto 91;Bebidas;21164.82;14815.37;139;3;2;5;KG;Sí;;
PROD-0092;7701000091;Producto 92;Snacks;30637.59;17769.8;10000200;8;1;5;KG;Sí;;
PROD-0093;7701000092;Producto 93;Lacteos;32654.22;20245.62;92;3;3;19;KG;Sí;;
PROD-0094;7701000093;Producto 94;Bebidas;20315.43;8126.17;10000277;10;1;19;KG;Sí;;
PROD-0095;7701000094;Producto 95;Snacks;43344.57;19071.61;58;5;5;19;UNIT;Sí;;
PROD-0096;7701000095;Producto 96;Lacteos;47463.9;31800.81;45;4;2;5;UNIT;Sí;;
PROD-0097;7701000096;Producto 97;Bebidas;35604.6;13529.75;48;6;3;0;KG;Sí;;2026-09-09
PROD-0098;7701000097;Producto 98;Snacks;32317.19;19390.31;58;6;2;19;KG;Sí;;2027-05-24
PROD-0099;7701000098;Producto 99;Lacteos;49105.64;22097.54;46;5;1;5;KG;Sí;;
STRESS-1788552187740-0;;Stress Product 0;Snacks;45669.02;4309.75;579;5;2;0;L;Sí;;
STRESS-1788552187746-1;;Stress Product 1;Bebidas;31646.65;6294.08;904;5;2;0;UNIT;Sí;;
STRESS-1788552187757-10;;Stress Product 10;Lacteos;14507.72;43808.48;579;5;2;5;UNIT;Sí;;
STRESS-1788552187911-100;;Stress Product 100;Snacks;3048.57;12271.26;877;5;2;5;L;Sí;;
STRESS-1788552189045-1000;;Stress Product 1000;Lacteos;70323.75;329.45;143;5;2;5;UNIT;Sí;;
STRESS-1788552189049-1001;;Stress Product 1001;Snacks;89003.47;3648.45;411;5;2;0;UNIT;Sí;;
STRESS-1788552189051-1002;;Stress Product 1002;Lacteos;80256.02;38504.2;643;5;2;5;KG;Sí;;
STRESS-1788552189053-1003;;Stress Product 1003;Bebidas;10197.44;22534.92;112;5;2;5;KG;Sí;;
STRESS-1788552189054-1004;;Stress Product 1004;Bebidas;86447.29;31144.42;128;5;2;19;KG;Sí;;
STRESS-1788552189055-1005;;Stress Product 1005;Bebidas;88767.45;35160.94;325;5;2;5;KG;Sí;;
STRESS-1788552189056-1006;;Stress Product 1006;Snacks;40840.82;23791.66;720;5;2;19;L;Sí;;
STRESS-1788552189058-1007;;Stress Product 1007;Lacteos;42633.06;31975.78;503;5;2;5;UNIT;Sí;;
STRESS-1788552189060-1008;;Stress Product 1008;Lacteos;11865.77;38084.89;191;5;2;5;UNIT;Sí;;
STRESS-1788552189061-1009;;Stress Product 1009;Lacteos;23769.39;41270.61;120;5;2;5;KG;Sí;;
STRESS-1788552187912-101;;Stress Product 101;Snacks;46741.57;24724.1;869;5;2;5;KG;Sí;;
STRESS-1788552189062-1010;;Stress Product 1010;Snacks;1723.99;17222.23;133;5;2;19;UNIT;Sí;;
STRESS-1788552189064-1011;;Stress Product 1011;Bebidas;40037.32;33406.87;778;5;2;0;L;Sí;;
STRESS-1788552189065-1012;;Stress Product 1012;Snacks;77053.62;11738.97;316;5;2;19;L;Sí;;
STRESS-1788552189066-1013;;Stress Product 1013;Snacks;17462.48;47739.66;39;5;2;19;L;Sí;;
STRESS-1788552189068-1014;;Stress Product 1014;Bebidas;22861.3;39418.05;389;5;2;19;KG;Sí;;
STRESS-1788552189069-1015;;Stress Product 1015;Snacks;81400.96;7417.95;567;5;2;0;UNIT;Sí;;
STRESS-1788552189071-1016;;Stress Product 1016;Bebidas;50033.65;35604.74;331;5;2;19;L;Sí;;
STRESS-1788552189072-1017;;Stress Product 1017;Lacteos;98745.57;17188.61;48;5;2;19;L;Sí;;
STRESS-1788552189073-1018;;Stress Product 1018;Bebidas;82376.01;22051.13;814;5;2;0;UNIT;Sí;;
STRESS-1788552189074-1019;;Stress Product 1019;Bebidas;97510.52;18501.36;424;5;2;5;KG;Sí;;
STRESS-1788552187913-102;;Stress Product 102;Bebidas;28367.54;40553.24;148;5;2;5;L;Sí;;
STRESS-1788552189075-1020;;Stress Product 1020;Lacteos;81680.15;20014.13;876;5;2;0;UNIT;Sí;;
STRESS-1788552189076-1021;;Stress Product 1021;Lacteos;62305.61;49898.52;162;5;2;5;UNIT;Sí;;
STRESS-1788552189077-1022;;Stress Product 1022;Bebidas;42370.72;47130.38;733;5;2;19;L;Sí;;
STRESS-1788552189078-1023;;Stress Product 1023;Bebidas;28576.66;46930.84;1011;5;2;0;L;Sí;;
STRESS-1788552189079-1024;;Stress Product 1024;Bebidas;31495.03;12038.31;741;5;2;19;UNIT;Sí;;
STRESS-1788552189079-1025;;Stress Product 1025;Lacteos;31766.09;46630.37;506;5;2;19;KG;Sí;;
STRESS-1788552189080-1026;;Stress Product 1026;Lacteos;32655.98;23909.95;996;5;2;5;KG;Sí;;
STRESS-1788552189082-1027;;Stress Product 1027;Lacteos;26579.59;38310.14;707;5;2;19;L;Sí;;
STRESS-1788552189083-1028;;Stress Product 1028;Lacteos;90137.46;16017.45;177;5;2;5;KG;Sí;;
STRESS-1788552189084-1029;;Stress Product 1029;Lacteos;76151.27;3122.11;499;5;2;19;KG;Sí;;
STRESS-1788552187917-103;;Stress Product 103;Bebidas;23853.99;34062.72;10000817;5;2;5;L;Sí;;
STRESS-1788552189085-1030;;Stress Product 1030;Lacteos;99879.01;36151.49;188;5;2;19;UNIT;Sí;;
STRESS-1788552189086-1031;;Stress Product 1031;Lacteos;5005.93;1469.38;779;5;2;19;KG;Sí;;
STRESS-1788552189087-1032;;Stress Product 1032;Lacteos;950.4;29947.06;954;5;2;0;UNIT;Sí;;
STRESS-1788552189087-1033;;Stress Product 1033;Bebidas;49573.88;34456.57;533;5;2;5;L;Sí;;
STRESS-1788552189088-1034;;Stress Product 1034;Bebidas;12364.15;32722.96;546;5;2;5;L;Sí;;
STRESS-1788552189089-1035;;Stress Product 1035;Snacks;43151.22;13551.23;980;5;2;19;UNIT;Sí;;
STRESS-1788552189090-1036;;Stress Product 1036;Lacteos;70088.61;3283.94;89;5;2;0;L;Sí;;
STRESS-1788552189091-1037;;Stress Product 1037;Bebidas;91659.02;21526.65;983;5;2;19;KG;Sí;;
STRESS-1788552189092-1038;;Stress Product 1038;Snacks;29995.18;47780.69;576;5;2;5;KG;Sí;;
STRESS-1788552189093-1039;;Stress Product 1039;Snacks;51683.93;9462.5;112;5;2;19;UNIT;Sí;;
STRESS-1788552187920-104;;Stress Product 104;Bebidas;6517.48;13800.4;138;5;2;19;L;Sí;;
STRESS-1788552189093-1040;;Stress Product 1040;Snacks;47771.91;45450.92;823;5;2;5;UNIT;Sí;;
STRESS-1788552189094-1041;;Stress Product 1041;Bebidas;20854.1;3023.92;270;5;2;5;UNIT;Sí;;
STRESS-1788552189095-1042;;Stress Product 1042;Snacks;53596.13;7702.64;82;5;2;5;L;Sí;;
STRESS-1788552189095-1043;;Stress Product 1043;Lacteos;30355.55;7156.72;522;5;2;0;UNIT;Sí;;
STRESS-1788552189096-1044;;Stress Product 1044;Bebidas;48189.58;19365.38;128;5;2;5;UNIT;Sí;;
STRESS-1788552189097-1045;;Stress Product 1045;Snacks;56862.5;11142.34;46;5;2;0;L;Sí;;
STRESS-1788552189098-1046;;Stress Product 1046;Bebidas;66948.39;27295.73;88;5;2;19;KG;Sí;;
STRESS-1788552189098-1047;;Stress Product 1047;Lacteos;20051.2;22336.16;46;5;2;0;KG;Sí;;
STRESS-1788552189099-1048;;Stress Product 1048;Bebidas;94076.26;8406.19;54;5;2;5;UNIT;Sí;;
STRESS-1788552189100-1049;;Stress Product 1049;Bebidas;11407.01;38186.49;74;5;2;5;KG;Sí;;
STRESS-1788552187921-105;;Stress Product 105;Bebidas;83841.6;26678.13;851;5;2;0;KG;Sí;;
STRESS-1788552189101-1050;;Stress Product 1050;Snacks;3380.96;30071.53;841;5;2;0;UNIT;Sí;;
STRESS-1788552189102-1051;;Stress Product 1051;Bebidas;42632.93;42291.77;624;5;2;19;KG;Sí;;
STRESS-1788552189103-1052;;Stress Product 1052;Lacteos;31290.63;8009.15;45;5;2;5;KG;Sí;;
STRESS-1788552189104-1053;;Stress Product 1053;Snacks;85626.34;7909.39;696;5;2;5;L;Sí;;
STRESS-1788552189104-1054;;Stress Product 1054;Snacks;14937.25;36830.45;874;5;2;5;UNIT;Sí;;
STRESS-1788552189105-1055;;Stress Product 1055;Lacteos;42382.52;46311.86;595;5;2;19;KG;Sí;;
STRESS-1788552189106-1056;;Stress Product 1056;Lacteos;16622.84;28459.72;46;5;2;0;L;Sí;;
STRESS-1788552189106-1057;;Stress Product 1057;Bebidas;7209.05;28340.07;131;5;2;0;L;Sí;;
STRESS-1788552189107-1058;;Stress Product 1058;Bebidas;10378.67;32410.33;727;5;2;0;L;Sí;;
STRESS-1788552189108-1059;;Stress Product 1059;Snacks;61129.32;4255.89;79;5;2;19;L;Sí;;
STRESS-1788552187923-106;;Stress Product 106;Bebidas;20360.23;43826.99;757;5;2;5;KG;Sí;;
STRESS-1788552189108-1060;;Stress Product 1060;Lacteos;51893.24;42845.6;175;5;2;5;KG;Sí;;
STRESS-1788552189109-1061;;Stress Product 1061;Lacteos;25890.86;37702.03;356;5;2;0;L;Sí;;
STRESS-1788552189110-1062;;Stress Product 1062;Snacks;6678.05;37382.38;978;5;2;5;UNIT;Sí;;
STRESS-1788552189110-1063;;Stress Product 1063;Bebidas;23312.12;34653.43;767;5;2;19;UNIT;Sí;;
STRESS-1788552189111-1064;;Stress Product 1064;Snacks;80415.33;47461.96;306;5;2;19;KG;Sí;;
STRESS-1788552189112-1065;;Stress Product 1065;Bebidas;52440.05;30429.41;809;5;2;19;UNIT;Sí;;
STRESS-1788552189112-1066;;Stress Product 1066;Snacks;25041.92;13495.42;107;5;2;19;L;Sí;;
STRESS-1788552189113-1067;;Stress Product 1067;Snacks;49183.74;34795.56;43;5;2;5;L;Sí;;
STRESS-1788552189122-1068;;Stress Product 1068;Snacks;17577.35;17982.43;830;5;2;5;L;Sí;;
STRESS-1788552189123-1069;;Stress Product 1069;Lacteos;28184.69;21883.77;757;5;2;0;UNIT;Sí;;
STRESS-1788552187924-107;;Stress Product 107;Lacteos;24419.22;9278.28;262;5;2;5;KG;Sí;;
STRESS-1788552189124-1070;;Stress Product 1070;Lacteos;33304.52;30572.53;900;5;2;19;L;Sí;;
STRESS-1788552189125-1071;;Stress Product 1071;Bebidas;95745.66;10998.04;929;5;2;5;KG;Sí;;
STRESS-1788552189126-1072;;Stress Product 1072;Lacteos;80225.04;4716.39;48;5;2;19;L;Sí;;
STRESS-1788552189126-1073;;Stress Product 1073;Snacks;51042.48;4845.88;839;5;2;0;UNIT;Sí;;
STRESS-1788552189127-1074;;Stress Product 1074;Snacks;68821.23;23160.85;152;5;2;5;KG;Sí;;
STRESS-1788552189128-1075;;Stress Product 1075;Bebidas;43631.99;30195.62;68;5;2;0;KG;Sí;;
STRESS-1788552189128-1076;;Stress Product 1076;Snacks;92512.24;16540.6;742;5;2;0;KG;Sí;;
STRESS-1788552189129-1077;;Stress Product 1077;Snacks;86694.11;17617.49;343;5;2;19;UNIT;Sí;;
STRESS-1788552189130-1078;;Stress Product 1078;Snacks;87811.38;41720.37;369;5;2;0;UNIT;Sí;;
STRESS-1788552189137-1079;;Stress Product 1079;Bebidas;4253.63;39835.18;848;5;2;0;L;Sí;;
STRESS-1788552187931-108;;Stress Product 108;Snacks;98739.9;2012.58;204;5;2;0;L;Sí;;
STRESS-1788552189139-1080;;Stress Product 1080;Lacteos;11860;15690.93;736;5;2;0;KG;Sí;;
STRESS-1788552189140-1081;;Stress Product 1081;Snacks;36742.52;6531.45;682;5;2;5;KG;Sí;;
STRESS-1788552189140-1082;;Stress Product 1082;Lacteos;41360.05;26506.51;293;5;2;5;KG;Sí;;
STRESS-1788552189142-1083;;Stress Product 1083;Lacteos;66151.27;11404.64;61;5;2;0;L;Sí;;
STRESS-1788552189142-1084;;Stress Product 1084;Lacteos;27573.06;32925.15;751;5;2;5;L;Sí;;
STRESS-1788552189144-1085;;Stress Product 1085;Snacks;46391.52;19827.35;74;5;2;19;L;Sí;;
STRESS-1788552189144-1086;;Stress Product 1086;Snacks;47749.72;15856.59;991;5;2;19;L;Sí;;
STRESS-1788552189145-1087;;Stress Product 1087;Bebidas;79995.76;34447;552;5;2;5;KG;Sí;;
STRESS-1788552189146-1088;;Stress Product 1088;Snacks;43353.48;9711.16;132;5;2;5;UNIT;Sí;;
STRESS-1788552189147-1089;;Stress Product 1089;Snacks;68827.37;35265.31;135;5;2;0;KG;Sí;;
STRESS-1788552187935-109;;Stress Product 109;Bebidas;87630.38;40874.65;47;5;2;5;L;Sí;;
STRESS-1788552189149-1090;;Stress Product 1090;Snacks;5663.37;12756.11;640;5;2;0;UNIT;Sí;;
STRESS-1788552189150-1091;;Stress Product 1091;Lacteos;5756.54;3041.98;773;5;2;0;KG;Sí;;
STRESS-1788552189152-1092;;Stress Product 1092;Bebidas;84673.35;14268.81;544;5;2;0;KG;Sí;;
STRESS-1788552189153-1093;;Stress Product 1093;Lacteos;34858.01;16994.74;207;5;2;5;UNIT;Sí;;
STRESS-1788552189155-1094;;Stress Product 1094;Lacteos;29431.61;47347.18;311;5;2;0;L;Sí;;
STRESS-1788552189156-1095;;Stress Product 1095;Lacteos;44303.18;41067.84;465;5;2;0;UNIT;Sí;;
STRESS-1788552189157-1096;;Stress Product 1096;Lacteos;27238.87;24076.65;938;5;2;5;UNIT;Sí;;
STRESS-1788552189158-1097;;Stress Product 1097;Bebidas;13629.9;9974.33;368;5;2;5;L;Sí;;
STRESS-1788552189159-1098;;Stress Product 1098;Bebidas;47543.51;34639.67;45;5;2;0;UNIT;Sí;;
STRESS-1788552189160-1099;;Stress Product 1099;Lacteos;27689.47;25098.49;312;5;2;19;L;Sí;;
STRESS-1788552187758-11;;Stress Product 11;Bebidas;77423.3;726.7;45;5;2;19;KG;Sí;;
STRESS-1788552187938-110;;Stress Product 110;Lacteos;93523.51;5483.61;244;5;2;0;KG;Sí;;
STRESS-1788552189161-1100;;Stress Product 1100;Lacteos;18108.09;23174.32;741;5;2;19;KG;Sí;;
STRESS-1788552189162-1101;;Stress Product 1101;Snacks;77064.67;42449.59;86;5;2;19;UNIT;Sí;;
STRESS-1788552189162-1102;;Stress Product 1102;Snacks;57238.07;6463.9;633;5;2;0;L;Sí;;
STRESS-1788552189163-1103;;Stress Product 1103;Snacks;83730.27;49395.87;461;5;2;0;UNIT;Sí;;
STRESS-1788552189165-1104;;Stress Product 1104;Bebidas;77547.55;15773.53;205;5;2;5;L;Sí;;
STRESS-1788552189166-1105;;Stress Product 1105;Snacks;64686.36;21451.33;141;5;2;5;UNIT;Sí;;
STRESS-1788552189166-1106;;Stress Product 1106;Lacteos;66508.86;13515.93;290;5;2;5;L;Sí;;
STRESS-1788552189169-1107;;Stress Product 1107;Snacks;5201.15;48887.45;597;5;2;19;L;Sí;;
STRESS-1788552189171-1108;;Stress Product 1108;Lacteos;53482.78;16950.2;199;5;2;0;UNIT;Sí;;
STRESS-1788552189172-1109;;Stress Product 1109;Lacteos;99794.75;43939.63;432;5;2;0;UNIT;Sí;;
STRESS-1788552187939-111;;Stress Product 111;Lacteos;8876.41;24227.69;276;5;2;0;L;Sí;;
STRESS-1788552189173-1110;;Stress Product 1110;Lacteos;92010.8;7454.26;918;5;2;5;L;Sí;;
STRESS-1788552189174-1111;;Stress Product 1111;Bebidas;6677.52;4805.12;926;5;2;19;KG;Sí;;
STRESS-1788552189175-1112;;Stress Product 1112;Bebidas;80000.84;7345.34;144;5;2;19;KG;Sí;;
STRESS-1788552189176-1113;;Stress Product 1113;Bebidas;75964.68;10554.55;93;5;2;19;KG;Sí;;
STRESS-1788552189177-1114;;Stress Product 1114;Lacteos;23107.11;11977.72;885;5;2;5;L;Sí;;
STRESS-1788552189178-1115;;Stress Product 1115;Snacks;57263.43;12253.78;972;5;2;0;UNIT;Sí;;
STRESS-1788552189179-1116;;Stress Product 1116;Snacks;87303.57;10071.66;178;5;2;5;UNIT;Sí;;
STRESS-1788552189180-1117;;Stress Product 1117;Snacks;71795.23;4243.61;75;5;2;5;L;Sí;;
STRESS-1788552189181-1118;;Stress Product 1118;Snacks;22523.73;30407.19;505;5;2;0;KG;Sí;;
STRESS-1788552189183-1119;;Stress Product 1119;Bebidas;35217.13;12147.84;309;5;2;0;UNIT;Sí;;
STRESS-1788552187941-112;;Stress Product 112;Snacks;11152.08;16771.34;950;5;2;5;UNIT;Sí;;
STRESS-1788552189184-1120;;Stress Product 1120;Lacteos;45152.83;39726.57;47;5;2;0;KG;Sí;;
STRESS-1788552189185-1121;;Stress Product 1121;Snacks;79273.22;14386.18;197;5;2;0;KG;Sí;;
STRESS-1788552189186-1122;;Stress Product 1122;Snacks;15858.6;41961.3;842;5;2;5;L;Sí;;
STRESS-1788552189187-1123;;Stress Product 1123;Snacks;88999.41;15547.89;146;5;2;5;L;Sí;;
STRESS-1788552189188-1124;;Stress Product 1124;Bebidas;52020.89;15042.42;108;5;2;5;L;Sí;;
STRESS-1788552189189-1125;;Stress Product 1125;Lacteos;38429.68;17880.72;788;5;2;5;KG;Sí;;
STRESS-1788552189189-1126;;Stress Product 1126;Snacks;44494.03;9524.99;10000862;5;2;5;KG;Sí;;
STRESS-1788552189190-1127;;Stress Product 1127;Snacks;8290.08;19607.24;797;5;2;0;L;Sí;;
STRESS-1788552189191-1128;;Stress Product 1128;Lacteos;62803.05;18082.55;908;5;2;19;L;Sí;;
STRESS-1788552189192-1129;;Stress Product 1129;Snacks;82321.57;9491.44;183;5;2;5;UNIT;Sí;;
STRESS-1788552187942-113;;Stress Product 113;Bebidas;67053.75;40304.92;137;5;2;5;UNIT;Sí;;
STRESS-1788552189193-1130;;Stress Product 1130;Bebidas;96636.92;11625.45;431;5;2;19;L;Sí;;
STRESS-1788552189194-1131;;Stress Product 1131;Snacks;96579.15;28182.37;9999977;5;2;0;UNIT;Sí;;
STRESS-1788552189195-1132;;Stress Product 1132;Snacks;30139.21;35754.96;456;5;2;0;KG;Sí;;
STRESS-1788552189195-1133;;Stress Product 1133;Snacks;79371.13;44382.46;175;5;2;0;L;Sí;;
STRESS-1788552189196-1134;;Stress Product 1134;Lacteos;1939.28;16974.41;153;5;2;5;UNIT;Sí;;
STRESS-1788552189197-1135;;Stress Product 1135;Lacteos;45374.42;27435.81;210;5;2;19;UNIT;Sí;;
STRESS-1788552189199-1136;;Stress Product 1136;Lacteos;62635.43;23467.97;344;5;2;0;KG;Sí;;
STRESS-1788552189200-1137;;Stress Product 1137;Bebidas;19957.28;24353.58;624;5;2;5;UNIT;Sí;;
STRESS-1788552189201-1138;;Stress Product 1138;Snacks;47078.76;35451.03;634;5;2;0;KG;Sí;;
STRESS-1788552189202-1139;;Stress Product 1139;Snacks;10724.17;19512.43;225;5;2;19;L;Sí;;
